Invoice Text,Category
Jio Fiber - office electricity usage for corporate account INV-2026-8573,Utilities
Air India - client meeting travel for corporate account INV-2026-8573,Travel
AIR INDIA conference travel PO#19232,Travel
Microsoft SaaS license,Cloud/Software
Office Depot - printer paper for corporate account,Office Supplies
meter consumption charges billed by CESC INV-2026-8573,Utilities
GitHub developer tools PO#19232,Cloud/Software
HP Store - notebooks for corporate account,Office Supplies
office pens from Staples PO#19232,Office Supplies
rail ticket booking from Ola PO#19232,Travel
HP Store invoice for printer cartridges INV-2026-8573,Office Supplies
UBER client meeting travel ref:926762,Travel
Uber - hotel accommodation for corporate account,Travel
ChemStore raw material purchase Amt INR 39736,Inventory
Microsoft inv0ice for CRM subscription ref:926762,Cloud/Software
Akasa Air cab reimbursement,Travel
Airtel - electricity bill for corporate account,Utilities
IRCTC airfare for business trip ref:926762,Travel
office electricity usage from Jio Fiber Amt INR 39736,Utilities
staplers billed by Office Depot,Office Supplies
printer toner billed by PrintHub INV-2026-8573,Office Supplies
OLA lodging chg,Travel
cab reimbursement from Uber PO#19232,Travel
Energy Board meter consumption charges INV-2026-8573,Utilities
MICROSOFT collaboration software,Cloud/Software
Ola - rail ticket booking for corporate account INV-2026-8573,Travel
Akasa Air airfare for business trip ref:926762,Travel
AKASA AIR airport transfer PO#19232,Travel
AgriSupply finished goods procurement Amt INR 39736,Inventory
SKU inventory purchase from Industrial Hub,Inventory
Staples - desk supplies for corporate account ref:926762,Office Supplies
warehouse delivery from Maersk,Logistics
PackRight invoice for electronic components Amt INR 39736,Inventory
HP Store - desk supplies for corporate account ref:926762,Office Supplies
airport transfer billed by Akasa Air INV-2026-8573,Travel
STEELWORKS sku inventory purchase Amt INR 39736,Inventory
printer paper from PrintHub INV-2026-8573,Office Supplies
Tata Power - broadband invoice for corporate account,Utilities
Energy Board - utility surcharge for corporate account,Utilities
warehouse stock replenishment from Industrial Hub,Inventory
GLOBAL TRADERS manufacturing supplies Amt INR 39736,Inventory
IHG Hotels hotel accommodation ref:926762,Travel
MICROSOFT api usage chg INV-2026-8573,Cloud/Software
monthly compute usage from Salesforce ref:926762,Cloud/Software
Staples invoice for staplers Amt INR 39736,Office Supplies
cargo handling from Maersk,Logistics
BSNL - internet bill for corporate account INV-2026-8573,Utilities
Delhivery invoice for road transport,Logistics
TATA POWER electricity bill PO#19232,Utilities
SpiceJet flight ticket ref:926762,Travel
AWS monthly compute usage,Cloud/Software
water utility charges from Vodafone,Utilities
MARRIOTT lodging charges,Travel
PaperMart - printer paper for corporate account PO#19232,Office Supplies
notebooks from WB Stationers PO#19232,Office Supplies
Google Cloud CRM subscription,Cloud/Software
Gati air freight Amt INR 39736,Logistics
DHL container movement INV-2026-8573,Logistics
gas utility payment from Jio Fiber PO#19232,Utilities
Blue Dart road transport,Logistics
developer tools from Adobe ref:926762,Cloud/Software
IHG HOTELS rail ticket booking PO#19232,Travel
FedEx container movement,Logistics
API usage chg billed by Adobe Amt INR 39736,Cloud/Software
OpenAI invoice for software subscription,Cloud/Software
Uber - lodging charges for corporate account,Travel
IRCTC rail ticket booking Amt INR 39736,Travel
lodging charges billed by Ola,Travel
INDIGO hotel accommodation ref:926762,Travel
water charges from Airtel ref:926762,Utilities
Jio Fiber - water charges for corporate account INV-2026-8573,Utilities
ChemStore - bulk procurement of components for corporate account,Inventory
client meeting travel from Air India ref:926762,Travel
UBER rail ticket booking,Travel
utility surcharge billed by Tata Power Amt INR 39736,Utilities
meter consumption charges from BSNL ref:926762,Utilities
notebooks from PaperMart INV-2026-8573,Office Supplies
BSNL - water charges for corporate account ref:926762,Utilities
conference travel from SpiceJet PO#19232,Travel
ELECTROPARTS raw material purchase Amt INR 39736,Inventory
Local Office Mart - desk supplies for corporate account INV-2026-8573,Office Supplies
IHG Hotels - travel expense for corporate account,Travel
monthly compute usage from Google Cloud PO#19232,Cloud/Software
JIO FIBER office electricity usage,Utilities
Salesforce invoice for database hosting PO#19232,Cloud/Software
PaperMart whiteboard markers,Office Supplies
collaboration software billed by Microsoft,Cloud/Software
airport transfer billed by Marriott,Travel
Delhivery - air freight for corporate account ref:926762,Logistics
WB Stationers inv0ice for notebooks ref:926762,Office Supplies
electricity bill billed by Jio Fiber,Utilities
whiteboard markers from HP Store PO#19232,Office Supplies
Staples invoice for printer cartridges PO#19232,Office Supplies
CESC meter consumption charges ref:926762,Utilities
DHL freight chg,Logistics
telephone charges billed by Energy Board PO#19232,Utilities
Municipal Water invoice for gas utility payment,Utilities
AWS invoice for annual renewal,Cloud/Software
electronic components from Global Traders ref:926762,Inventory
Global Traders - finished goods procurement for corporate account Amt INR 39736,Inventory
desk supplies billed by Local Office Mart Amt INR 39736,Office Supplies
ChemStore invoice for manufacturing supplies,Inventory
FedEx last mile shipment ref:926762,Logistics
MICROSOFT developer tools PO#19232,Cloud/Software
AgriSupply bulk procurement of components,Inventory
packaging materials billed by AgriSupply ref:926762,Inventory
Energy Board - water charges for corporate account,Utilities
bulk procurement of components billed by ElectroParts INV-2026-8573,Inventory
courier charges billed by Delhivery INV-2026-8573,Logistics
Global Traders invoice for finished goods procurement PO#19232,Inventory
Uber - rail ticket booking for corporate account Amt INR 39736,Travel
Google Cloud - monthly compute usage for corporate account,Cloud/Software
electricity bill billed by Energy Board,Utilities
airport transfer billed by MakeMyTrip,Travel
software subscription from OpenAI INV-2026-8573,Cloud/Software
MARRIOTT travel expense Amt INR 39736,Travel
IndiGo invoice for lodging charges ref:926762,Travel
Air India invoice for travel expense PO#19232,Travel
Shadowfax express parcel INV-2026-8573,Logistics
XpressBees - freight charges for corporate account,Logistics
gas utility payment from Vodafone Amt INR 39736,Utilities
desk supplies from Canon Supplies,Office Supplies
DELHIVERY last mile shipment PO#19232,Logistics
flight ticket from Air India,Travel
OpenAI - cloud hosting for corporate account INV-2026-8573,Cloud/Software
DHL courier charges PO#19232,Logistics
AgriSupply - finished goods procurement for corporate account,Inventory
Delhivery invoice for freight charges Amt INR 39736,Logistics
Zoho invoice for software subscription Amt INR 39736,Cloud/Software
electronic components billed by Mega Wholesale PO#19232,Inventory
Vodafone invoice for internet bill ref:926762,Utilities
DTDC courier charges INV-2026-8573,Logistics
office pens from Local Office Mart,Office Supplies
database hosting billed by Google Cloud,Cloud/Software
SALESFORCE software subscription,Cloud/Software
Mega Wholesale invoice for electronic components INV-2026-8573,Inventory
Marriott flight ticket ref:926762,Travel
Maersk invoice for courier charges INV-2026-8573,Logistics
IndiGo - conference travel for corporate account,Travel
Staples invoice for printer cartridges,Office Supplies
Municipal Water gas utility payment Amt INR 39736,Utilities
CESC water utility charges PO#19232,Utilities
Office Depot - folders and binders for corporate account PO#19232,Office Supplies
Shadowfax - shipping surcharge for corporate account Amt INR 39736,Logistics
rail ticket booking billed by IHG Hotels,Travel
Energy Board - utility surcharge for corporate account,Utilities
manufacturing supplies billed by AgriSupply Amt INR 39736,Inventory
office electricity usage billed by Vodafone INV-2026-8573,Utilities
BSNL inv0ice for electricity bill,Utilities
PrintHub desk supplies ref:926762,Office Supplies
last mile shipment billed by Delhivery Amt INR 39736,Logistics
API usage charges billed by Zoho INV-2026-8573,Cloud/Software
express parcel from Shadowfax INV-2026-8573,Logistics
Vodafone internet bill,Utilities
PrintHub - desk supplies for corporate account Amt INR 39736,Office Supplies
developer tools from Salesforce,Cloud/Software
Office Depot printer paper,Office Supplies
PrintHub invoice for folders and binders,Office Supplies
metal fasteners billed by SteelWorks PO#19232,Inventory
air freight from XpressBees,Logistics
Ola airport transfer,Travel
ORACLE api usage charges Amt INR 39736,Cloud/Software
Atlassian API usage charges PO#19232,Cloud/Software
airport transfer from IHG Hotels,Travel
GLOBAL TRADERS finished goods procurement,Inventory
Vodafone inv0ice for internet bill PO#19232,Utilities
CESC utility surcharge Amt INR 39736,Utilities
Office Depot whiteboard markers PO#19232,Office Supplies
lodging charges from SpiceJet Amt INR 39736,Travel
Oracle monthly compute usage Amt INR 39736,Cloud/Software
last mile shipment from DHL Amt INR 39736,Logistics
ElectroParts finished goods procurement INV-2026-8573,Inventory
DHL invoice for shipping surcharge ref:926762,Logistics
JIO FIBER electricity bill,Utilities
SALESFORCE cloud hosting ref:926762,Cloud/Software
Vodafone - meter consumption chg for corporate account,Utilities
warehouse delivery from Blue Dart ref:926762,Logistics
printer paper billed by WB Stationers,Office Supplies
road transport billed by Shadowfax PO#19232,Logistics
printer toner billed by Canon Supplies,Office Supplies
whiteboard markers billed by Local Office Mart INV-2026-8573,Office Supplies
IndiGo invoice for lodging charges Amt INR 39736,Travel
shipping surcharge billed by XpressBees INV-2026-8573,Logistics
office electricity usage from Vodafone ref:926762,Utilities
CESC - office electricity usage for corporate account,Utilities
Jio Fiber invoice for meter consumption charges ref:926762,Utilities
Staples - staplers for corporate account Amt INR 39736,Office Supplies
water charges from Vodafone Amt INR 39736,Utilities
Ola invoice for flight ticket PO#19232,Travel
Oracle inv0ice for annual renewal,Cloud/Software
road transport billed by FedEx ref:926762,Logistics
developer tools billed by Salesforce Amt INR 39736,Cloud/Software
Maersk invoice for courier charges,Logistics
developer tools billed by OpenAI Amt INR 39736,Cloud/Software
PrintHub - whiteboard markers for corporate account INV-2026-8573,Office Supplies
electronic components from ElectroParts INV-2026-8573,Inventory
client meeting travel from SpiceJet PO#19232,Travel
PaperMart invoice for printer paper INV-2026-8573,Office Supplies
gas utility payment billed by Airtel INV-2026-8573,Utilities
ATLASSIAN crm subscription,Cloud/Software
Staples printer paper,Office Supplies
Zoho database hosting Amt INR 39736,Cloud/Software
flight ticket from IRCTC ref:926762,Travel
road transport billed by Gati ref:926762,Logistics
Canon Supplies office stationery ref:926762,Office Supplies
Staples - whiteboard markers for corporate account,Office Supplies
travel expense from MakeMyTrip,Travel
VODAFONE broadband invoice INV-2026-8573,Utilities
PrintHub whiteboard markers ref:926762,Office Supplies
Staples - whiteboard markers for corporate account INV-2026-8573,Office Supplies
Microsoft invoice for cloud hosting INV-2026-8573,Cloud/Software
SKU inventory purchase billed by AgriSupply,Inventory
ELECTROPARTS manufacturing supplies,Inventory
INDIGO client meeting travel,Travel
last mile shipment from FedEx Amt INR 39736,Logistics
ChemStore electronic components ref:926762,Inventory
DELHIVERY cargo handling,Logistics
express parcel from Gati,Logistics
Energy Board - office electricity usage for corporate account ref:926762,Utilities
PackRight warehouse stock replenishment,Inventory
Municipal Water invoice for office electricity usage Amt INR 39736,Utilities
Zoho collaboration software Amt INR 39736,Cloud/Software
